G0	G1	G2	G3	G4	G5	G6	G7	G8	G9	
0.25493266778740487	0.21358124598640582	0.25608424397031415	0.13012781999770395	0.3176477717061326	0.31497898803046764	0.10867669593210412	0.1566836949891066	0.12603336302454468	0.23848426242410684	
0.12144429328850362	0.14021461094199636	0.1706320575139146	0.07139133738950769	0.14825995243877757	0.10976969532100117	0.06384830845771146	0.07514748474945522	0.04731855898653998	0.15078430514953925	
0.2436832910901336	0.19046561840623935	0.24981103525046314	0.14720574101710499	0.20914499797611807	0.2556719284246162	0.09877342698273343	0.1360803409586056	0.09302039390340444	0.22639166291882193	
0.24581176386913237	0.20841405529377427	0.25882408905380266	0.15005532545057998	0.2368943725966398	0.29812310724217167	0.12209557213930335	0.13253840413943377	0.14713649643705462	0.2545205914099394	
0.27547670761670784	0.2175711744714573	0.29025143413729126	0.19237672827459548	0.31753907710989665	0.3182348917905939	0.17842882352941147	0.15443332026143813	0.09703204077593029	0.2666186440296831	
0.25274066080434554	0.21275373253826071	0.2613271985157691	0.15194205946504408	0.2914763893948593	0.2718071381936885	0.13998004097161248	0.15274211437908483	0.1289098574821851	0.25924324825725253	
0.2588484288115866	0.2197185711605014	0.27305683951762516	0.13591026747790144	0.27361310767051283	0.33631133720227296	0.10349475856014036	0.1676501655773418	0.20672758907363417	0.22726070946705695	
0.21092555929134862	0.1917009109294865	0.23413998144712372	0.14127967741935477	0.19652201072657305	0.168047100713336	0.06896813286508635	0.1282513790849675	0.0794879671417261	0.22480010906228926	
0.19918294323031158	0.18268255389683638	0.2127054517625229	0.10194188038112724	0.20438665654725757	0.2549919937129731	0.07000010828211882	0.11878465250544665	0.11259109659540772	0.2018278479874075	
0.26940824388982265	0.21354004524415185	0.28342556586270845	0.18724966823556416	0.3063281926735473	0.2997271720469111	0.16395063798653794	0.14725304793028346	0.09413216547901815	0.2621780065212505	
0.21400323548428804	0.187835743922272	0.18074573191094626	0.13828060383423263	0.21252445658773525	0.2685773268044976	0.10810370207784603	0.12442586056644878	0.12244721892319864	0.21707712502810908	
0.15610961334540277	0.16900479671406574	0.1609267578849726	0.11240195155550436	0.20302710078931366	0.12664558094547218	0.10955781387181734	0.08526416884531599	0.08416141923990489	0.18109126827074484	
0.22551305185568346	0.19315205871314778	0.21749142578849678	0.1312048938124213	0.22638583687512603	0.25949322089227433	0.09548406789581493	0.1586699509803924	0.11133530285035637	0.22198883854283818	
0.24501666882193213	0.2057183088695217	0.23580659554730984	0.13468223395706572	0.22412449504148976	0.27206783581187205	0.07009575651155985	0.12970854901960793	0.11093685075217723	0.23094081965369959	
0.21076454286822713	0.1854331650056301	0.1870119090909095	0.15220636436689253	0.21744485023274615	0.2639362084391241	0.09247645888206027	0.13624701960784305	0.08391519794140932	0.2077933663143696	
0.2134721065563172	0.1912658510904475	0.1976917458256026	0.12323954081046944	0.21792221007893078	0.24402370692781974	0.0968574070822359	0.1305489150326798	0.08649724861441019	0.19846385315943374	
0.21959506659769812	0.1885088803636219	0.19355377922077935	0.11426452072092745	0.2093202843553935	0.23961789263692412	0.086827076382792	0.1252149640522876	0.06890577197149639	0.21229281088374208	
0.24797147161515615	0.2035879329469171	0.26162990352504634	0.1355460016071633	0.20874126189030567	0.28055173860476335	0.11257659057652912	0.12916361220043576	0.09647623515439428	0.23784463008769982	
0.2380269908185703	0.20944616529752824	0.2675663079777356	0.15378218115026998	0.2991451487553127	0.27578574174827697	0.14674040971612518	0.1506772320261436	0.12986982977038772	0.2627914852709693	
0.23115351222035435	0.20511043200867365	0.20103380797773654	0.1252088084031683	0.2455082999392829	0.28705875952121834	0.08668309043020195	0.14146910348583897	0.12239767022961219	0.2146597144142123	
0.2622641587999483	0.226998223802177	0.2876754508348782	0.17851119044885758	0.3105439657963977	0.2780587897473098	0.16928318993268932	0.16046400108932446	0.13721817300079178	0.2875298212277946	
0.24502620716410206	0.20192488866185834	0.24753749814471224	0.20238029273332558	0.26455843553936426	0.26782018740176455	0.10033640327772897	0.15603156644880173	0.14967161124307202	0.24416292669215264	
0.24764906633906625	0.2039913291772666	0.24285547773654811	0.20276980828837116	0.2618706982392223	0.2667140611776081	0.09440650278021656	0.1550769596949891	0.14668712787015037	0.25908908814931436	
0.2449650265097631	0.20226720945748813	0.24029611781075996	0.20064338078291824	0.2611334557781821	0.2603441421835321	0.0916238776704712	0.14896351525054466	0.14092353523357062	0.255548353946481	
0.15909561489719382	0.1725828733163764	0.19994366419294948	0.1095428125358742	0.25155273932402344	0.23963301414581056	0.10361575065847228	0.1181458061002177	0.08958729216151998	0.18766393073982499	
0.2133956886072674	0.1993015831283099	0.20494311502782908	0.13859996556078522	0.21819937765634437	0.27604589650586314	0.152353643546971	0.15605731154684116	0.15223680126682487	0.2305725129300652	
0.2208441135393766	0.19655116091906158	0.21888986827458193	0.11401826311560104	0.23237086014976704	0.26480003748035297	0.11538317529997069	0.24680859803921548	0.13025024742676175	0.25855755902855904	
0.21786926289926278	0.20030306492640132	0.23001641836734618	0.12503849385833984	0.21115257235377408	0.2724970535606333	0.13922463564530266	0.13578636928104573	0.13193888163103712	0.20984531931639336	
0.26690767619293915	0.20736593824277652	0.29575313914656765	0.22191691195040764	0.24711596741550287	0.17808992383025032	0.08930742171495465	0.12939285620915025	0.18405454077593023	0.2717487901956378	
0.21145048752101364	0.1983457889579267	0.1974239489795918	0.13358873493284354	0.24558797105848926	0.27481200943054	0.08535980977465614	0.1477215904139434	0.12595954275534443	0.22822061389700957	
0.27347587223587216	0.2161919630123851	0.24676106307977658	0.12980509355986658	0.2724722161505772	0.3250487413855635	0.10082363184079596	0.15032079084967276	0.19567538994457648	0.24517201709017333	
0.21532196560196562	0.19900335223718915	0.219267119666048	0.11534717368843987	0.2325517061323611	0.2774241506468377	0.13343776704711727	0.1376558104575162	0.1373796140142516	0.21627644704295054	
0.23046586318375778	0.20352413056169488	0.1927686326530612	0.11682656755825967	0.2399736419753079	0.26988093217265074	0.06934059116183787	0.14628047930283214	0.102733157165479	0.2266242286935017	
0.24067216733479863	0.2055718022601236	0.2506788784786637	0.1256569268740672	0.28990799635701253	0.28027501027687024	0.07215448931811529	0.15832099455337717	0.10310698733174972	0.2227741173825052	
0.12310951894478202	0.12477905529377406	0.11957933395176241	0.07445116634140754	0.1415870198340415	0.08527524604038193	0.06380724612232953	0.05597411111111105	0.09409534441805206	0.15069467281313284	
0.14132084960558652	0.15970747091447404	0.12475877922077898	0.07758710366203653	0.13958564460635475	0.10386779470438869	0.07634095112671928	0.11339829520697149	0.06948828384798093	0.14734133798066085	
0.2192134811845339	0.20048715024394345	0.19192479128014828	0.14343799678567312	0.20474519631653493	0.25000642969411196	0.07115786069651736	0.11422750108932461	0.11857796912113998	0.20367782100292356	
0.16616503944135516	0.17667334410575117	0.21081920964749454	0.11962164160257147	0.2650529133778589	0.2613744541167934	0.10766392449517119	0.12711025925925923	0.10499687450514636	0.19987414436698947	
0.25354478986163176	0.19391038196905916	0.271697252319109	0.21447243370451186	0.24975558186601873	0.25525530528352053	0.08787649107404152	0.14206908605664495	0.12186465558194788	0.2884855453114461	
0.18346023276865395	0.15954590092156304	0.20196361131725424	0.09017778900241084	0.1766295830803478	0.20657541409744876	0.0781106409130817	0.11893712636165571	0.09782334323040387	0.18832770182145303	
0.2062082180266389	0.20201346336683282	0.25697839239331965	0.1242108368729192	0.22579473284760163	0.17126750695200096	0.1351187884108867	0.13095116122004366	0.14374837490102907	0.20806942545536358	
0.2369043618259411	0.20433944956423822	0.25770111131725276	0.12651302605900555	0.24666191155636571	0.23963577922862933	0.08292000000000006	0.12252905446623072	0.09353992082343629	0.23252189116258193	
0.213968210267684	0.20697209561736435	0.20260145176252314	0.1260524417403283	0.24573131147540975	0.2705506468383503	0.12256639742464145	0.13466583660130718	0.13797887371338075	0.2108457982909829	
0.2108636570541834	0.17790616925899788	0.22416717068645553	0.13124505223280897	0.2316954948391009	0.24679895538628935	0.23132734562481683	0.12320563943355109	0.09172363816310374	0.21657088486620213	
0.2269120457778353	0.20323745819607186	0.20004089239332096	0.1336952152450926	0.23726669904877518	0.2819435158989237	0.07355834064969269	0.13665220370370362	0.1195473317498022	0.2337484326512261	
0.15577397258502496	0.19137938451274075	0.19306552319109485	0.14177621972219043	0.23860659380692206	0.14975445290775016	0.15607892303189935	0.2046914553376904	0.1470809125098973	0.20741448617045247	
0.19606335057545587	0.17362716796630673	0.20688559833024112	0.10422713006543453	0.23501847196923698	0.24396538387135813	0.07573327480245831	0.12758035294117626	0.09386737925574012	0.1844265313694626	
0.26614073580757786	0.21585554814227906	0.277425118738404	0.1414850338652279	0.2530446124266347	0.3135890654092613	0.09795631548141634	0.16301473093681926	0.2064443091844811	0.24871332021587608	
0.22083618905987362	0.2115743509444977	0.23318767439703128	0.13952728045000554	0.3168649160089044	0.31030994559303615	0.12626501609599058	0.16842696840958615	0.13280555225653198	0.2489628592309423	
0.2582695279968966	0.22337116821650516	0.28406584415584374	0.13550218115026974	0.3344930540376447	0.3542852315318587	0.1493469007901668	0.17828434204792992	0.15136567300079182	0.24716868563076227	
0.1848364476917105	0.16504963721279473	0.18613645825602995	0.0775735943060499	0.21688580449301756	0.22289141941724086	0.0666538923031899	0.11459867864923744	0.08428310965954072	0.1683400213627166	
0.26587936635199777	0.23014687377507229	0.31182793784786544	0.13759929399609677	0.3246056395466501	0.34430794099867074	0.10824342698273325	0.16266282352941175	0.20481365795724446	0.2759121014166851	
0.20989714599767226	0.20381733851799336	0.23748396660482254	0.11316425324302591	0.22491447783849342	0.2540007157538385	0.11647858355282407	0.13952500871459678	0.13942686658749007	0.20188266921520173	
0.21762006983059637	0.20923583441057625	0.2592813766233759	0.14480530363907715	0.2465456587735271	0.2895978394390035	0.08582227392449522	0.13688154248366013	0.12312419833729203	0.2148092511805713	
0.19052926936505887	0.16198258496309595	0.18519313450834884	0.09474308345769732	0.16411705525197323	0.20039009793253476	0.08494723734269825	0.11832259150326782	0.09005961401425185	0.1862830087699573	
0.2187665847665846	0.19905144864684587	0.19982253988868245	0.14201553438181616	0.2360454179315922	0.28743089469229877	0.12419648229441031	0.15360869281045725	0.1331403939034046	0.22144360917472491	
0.2379915673089362	0.18483092802635498	0.1831801252319111	0.11010881069911595	0.20758257032989252	0.25054335872325006	0.050510515071700346	0.13608946732026167	0.06948722882026924	0.22115050483472032	
0.21102118065433847	0.2031604169967899	0.1965437773654916	0.13190252898633908	0.2362763175470545	0.25730450973280133	0.08629689786362311	0.12801043572984752	0.12249240102929532	0.2001831909152241	
0.20304548170179723	0.17172156373796066	0.20792571892393244	0.11646018711973363	0.2519481774944341	0.2528922270583967	0.09421287386596423	0.12048066666666664	0.05454506927949329	0.17324919158983598	
0.24736098668046066	0.2243563329302372	0.26913984786641876	0.13346969119504062	0.3291682756527023	0.3400339983073385	0.14365605209247878	0.16667578213507603	0.13521398456056993	0.27500953901506636	
0.2057450859950859	0.17687747258246206	0.21202926808905317	0.08755997474457587	0.2548847621938877	0.2598754539958889	0.07705567749487854	0.13263946296296308	0.10137859857482172	0.19131683269619992	
