ID	01	02	12	compound
Os01g45870	0.929	0.8833	0.8581	2.794172385750274
Os07g13540	0.0	0.0	0.0	0.0
Os06g11090	0.0096	0.1097	0.0197	0.001931701344966008
Os08g07100	0.2273	0.1626	0.1512	0.020848267642276208
Os04g54850	0.0467	0.2773	0.0499	0.10699549403019382
Os11g35430	0.1535	0.0045	0.0179	0.02116744157383388
Os11g28640	0.096	0.1563	0.1329	0.036570007732144694
Os01g20870	0.0003	0.0	0.0004	0.0006804168039193925
Os01g66310	0.0	0.0	0.0	0.0
Os05g05940	0.5679	0.0001	0.0001	0.4377444009391013
Os08g27810	0.0976	0.0019	0.0	0.292947061680919
Os05g45510	0.787	0.0	0.0	0.7776560291986016
Os07g48880	0.8145	0.5594	0.4546	1.7956930956840638
Os07g06680	0.4048	0.2162	0.2265	0.04802402310754106
Os03g06570	0.0	0.3255	0.0	0.0
Os01g51610	0.6456	0.2093	0.2458	0.011883770272123284
Os01g73662	0.0	0.0009	0.0	0.0
Os02g48184	0.254	0.3142	0.2627	0.015917955755493263
Os01g65094	0.0506	0.0	0.0	0.0
Os05g42110	0.0	0.0	0.0	0.0
Os01g26010	0.3244	0.1176	0.1401	0.1548213640513877
Os09g26100	0.2655	0.2369	0.2125	0.0
Os01g42660	0.0	0.0001	0.0	0.0
Os07g42626	0.0143	0.0	0.0	0.0
Os01g03010	0.0149	0.8357	0.0181	0.8895656848749833
Os01g59400	0.0001	0.0	0.0	0.0
Os09g26760	0.001	0.0	0.0	0.00131336875907051
Os02g08470	0.0	0.0	0.0	0.0
Os01g56320	0.6916	0.546	0.5117	1.7771670549047407
Os12g04640	0.0	0.0	0.0	0.0
Os01g51634	0.1661	0.1607	0.1109	0.2549827311554801
Os05g48520	0.0017	0.7128	0.0021	0.8231155615755651
Os12g11500	0.0493	0.0377	0.4377	0.3943733004825263
Os02g11710	0.0	0.0	0.0	0.0
Os01g59020	0.1658	0.2291	0.1481	0.009036079514951445
Os04g40850	0.4233	0.3795	0.4904	0.41820392316076194
Os05g01710	0.0408	0.0	0.0	0.0
Os07g18510	0.1604	0.0027	0.0044	0.36227302496668046
Os03g41940	0.0	0.0	0.0	0.0
Os06g10330	0.9689	0.8568	0.8721	2.5614052824633835
Os01g43510	0.0115	0.0	0.0	0.027685582087050742
Os11g13950	0.1739	0.1717	0.1809	0.02646037027240733
Os07g13460	0.1385	0.1657	0.1372	0.002303741547651117
Os01g38610	0.3445	0.0004	0.0	0.3205369795087212
Os01g56580	0.0	0.0	0.0	0.0
Os02g30060	0.0345	0.0	0.0	0.0
Os11g24560	0.3572	0.3626	0.3055	2.7157047195708204
Os04g36054	0.4768	0.5118	0.4305	0.04703684219353976
Os04g52310	0.1469	0.0596	0.2163	0.5084634968848748
Os04g45580	0.6129	0.8774	0.6074	0.9979708767576833
Os01g56380	0.1618	0.0	0.0001	0.0
Os10g41200	0.0655	0.0749	0.2809	1.069259437199896
Os04g39890	0.8813	0.9426	0.8863	2.6498388593792965
Os06g22800	0.0563	0.0	0.0	0.0015444667553997649
Os03g58960	0.0	0.7127	0.0	0.794708009215356
Os01g42410	0.0968	0.502	0.0409	0.9795177197579836
Os07g43270	0.298	0.0	0.0	0.062186538973909355
Os02g16630	0.0	0.0	0.0	0.0
Os07g26500	0.228	0.0032	0.0	0.32611541053325155
Os08g20400	0.417	0.2406	0.1248	1.1805317382597278
Os01g53460	0.0511	0.0001	0.0185	0.030452503315673396
Os03g59530	0.0	0.0	0.0	0.0
