CHR	IN	PC1	PC2	PC3	PC4	PC5
12	1519944	0.6921	0.18023	0.04381	0.02059	0.00921
12	18169856	0.39733	0.18644	0.12027	0.05583	0.03471
12	15106051	0.29489	0.16741	0.13948	0.10752	0.09377
12	2228228	0.63374	0.26627	0.03368	0.02196	0.00641
12	5062661	0.63793	0.2574	0.03669	0.03652	0.00571
12	3637258	0.23713	0.14727	0.10425	0.08739	0.07065
12	22069260	0.55814	0.16357	0.10878	0.07177	0.02505
12	17629199	0.19582	0.1782	0.16387	0.12883	0.10204
12	22721880	0.32122	0.20042	0.1414	0.10338	0.04966
12	22904850	0.31747	0.25461	0.18876	0.09948	0.04534
12	13664275	0.57025	0.19515	0.0714	0.06334	0.03561
12	11386900	0.61808	0.106	0.06468	0.053	0.04196
12	8552470	0.43958	0.27734	0.09377	0.0442	0.02715
12	10649623	0.27178	0.19279	0.13615	0.08336	0.0728
12	25935896	0.55933	0.23777	0.03724	0.03181	0.03
12	7847963	0.39252	0.31634	0.07653	0.03878	0.02917
12	17907740	0.19747	0.17161	0.13159	0.09622	0.07899
12	10076189	0.4159	0.20085	0.11425	0.05396	0.04947
12	4980766	0.36357	0.30489	0.20358	0.04292	0.02417
12	13385733	0.63038	0.15462	0.10436	0.05822	0.03665
12	10764321	0.49021	0.39744	0.03195	0.00852	0.00788
12	3112101	0.37548	0.32082	0.10112	0.04481	0.0278
12	1261607	0.48746	0.35728	0.05788	0.04226	0.01121
12	12550184	0.45445	0.11611	0.10427	0.09274	0.08474
12	12779561	0.42332	0.28439	0.21388	0.01513	0.01161
12	17948679	0.21454	0.17689	0.09636	0.07046	0.05479
12	25755693	0.78598	0.09484	0.06268	0.01914	0.0134
12	10715182	0.31834	0.27983	0.18996	0.08406	0.05462
12	12861487	0.28443	0.22459	0.19657	0.1388	0.06211
12	17547313	0.25618	0.19819	0.11081	0.1012	0.07872
12	3435187	0.45555	0.20127	0.12685	0.06338	0.02233
12	24231441	0.52038	0.15301	0.09808	0.0457	0.03336
12	24182837	0.4983	0.29433	0.0664	0.02706	0.02009
12	22588084	0.25964	0.18608	0.17399	0.14758	0.07033
12	8028218	0.57339	0.20333	0.07713	0.04774	0.03446
12	11930418	0.49817	0.18271	0.10988	0.0652	0.0317
12	26673212	0.58883	0.16367	0.09922	0.03831	0.02027
12	13762621	0.4913	0.15295	0.12741	0.09615	0.0526
12	22396992	0.27284	0.22369	0.15437	0.12095	0.06908
12	21902688	0.27929	0.19133	0.15104	0.07736	0.06937
12	950338	0.82437	0.06253	0.0224	0.01247	0.011
12	21332035	0.34531	0.24095	0.1574	0.07438	0.03286
12	15220804	0.46262	0.2228	0.13653	0.04591	0.02234
12	27052726	0.5394	0.34763	0.05451	0.02422	0.00564
12	14696520	0.29685	0.18558	0.14591	0.10038	0.09434
12	22093836	0.63537	0.12081	0.11027	0.02504	0.01572
12	26574922	0.53077	0.15032	0.11738	0.04094	0.0379
12	9519179	0.39516	0.13081	0.08653	0.05738	0.05436
12	21233740	0.56437	0.1875	0.06493	0.05188	0.03487
12	7438413	0.3934	0.17861	0.09998	0.09432	0.05858
12	7536720	0.43188	0.1568	0.09836	0.08612	0.07365
12	17694801	0.62434	0.06631	0.05651	0.04345	0.03729
12	9125970	0.74188	0.09468	0.03964	0.03408	0.01616
12	7610382	0.33121	0.21003	0.1629	0.13379	0.05093
12	10109014	0.56644	0.1129	0.07552	0.04231	0.03422
12	6864986	0.44283	0.17058	0.08916	0.07473	0.06134
12	2326619	0.67088	0.13375	0.049	0.04297	0.0369
12	10322012	0.76611	0.1079	0.04977	0.0176	0.01394
12	1720415	0.76644	0.18682	0.01273	0.00495	0.00428
12	14221409	0.37601	0.298	0.13862	0.04473	0.0419
12	4440163	0.33696	0.16503	0.09768	0.09419	0.09283
12	12976230	0.39904	0.2018	0.12524	0.10913	0.06162
12	13787153	0.40384	0.18724	0.14482	0.12086	0.06005
12	17587929	0.22509	0.19761	0.1331	0.11503	0.0906
12	23385447	0.3921	0.35061	0.08833	0.02766	0.0266
12	25133164	0.53635	0.15076	0.10692	0.05027	0.01826
12	26755181	0.57982	0.33428	0.02295	0.0121	0.00507
12	25442429	0.93735	0.01314	0.00555	0.00482	0.00371
12	6914160	0.60367	0.15884	0.06105	0.05819	0.0249
12	23885160	0.29382	0.23334	0.16751	0.11185	0.04924
12	25051250	0.56488	0.0929	0.0869	0.0633	0.04446
12	20824179	0.27005	0.16243	0.11167	0.09986	0.07207
12	11553470	0.27271	0.24855	0.16494	0.08883	0.05775
12	26122794	0.88661	0.04186	0.02606	0.01576	0.00462
12	16416888	0.36914	0.15883	0.11194	0.07386	0.06205
12	12681337	0.32548	0.23812	0.13828	0.08147	0.05117
12	6996090	0.8172	0.03751	0.02807	0.02697	0.01842
12	21659772	0.31059	0.18127	0.12242	0.11829	0.07054
12	9781373	0.40948	0.27586	0.12029	0.08546	0.02688
12	23822462	0.41119	0.25577	0.13707	0.07175	0.03306
12	17653781	0.20481	0.18835	0.16316	0.10459	0.06678
12	23347328	0.24626	0.21624	0.13037	0.103	0.09024
12	1092288	0.81038	0.07366	0.04373	0.01463	0.00835
12	27220667	0.53739	0.23091	0.07433	0.04964	0.03535
12	7241862	0.59388	0.22221	0.03531	0.02902	0.02509
12	3047561	0.59085	0.15852	0.10796	0.08863	0.00886
12	24395914	0.63661	0.23101	0.03746	0.01628	0.01372
12	8036375	0.67089	0.09533	0.06424	0.05714	0.02944
12	12402828	0.57676	0.14119	0.07369	0.05594	0.03813
12	7291023	0.51166	0.19936	0.07184	0.0572	0.02888
12	11419793	0.56723	0.12445	0.09632	0.06535	0.03947
12	7176338	0.38218	0.24211	0.09779	0.06378	0.04943
12	7717011	0.52619	0.13831	0.06975	0.05427	0.04616
12	3621012	0.81123	0.10946	0.05188	0.00752	0.00481
12	14865774	0.36656	0.23911	0.14821	0.07586	0.029
12	2457750	0.64227	0.17828	0.05684	0.03293	0.02876
12	3358872	0.48651	0.22588	0.0948	0.08255	0.05206
12	7356570	0.37536	0.325	0.06097	0.04577	0.03048
12	11092123	0.38882	0.20141	0.16286	0.09839	0.06116
12	21282972	0.37139	0.20749	0.11663	0.09449	0.0503
12	3408031	0.56775	0.13266	0.09608	0.05525	0.03344
12	21217307	0.55057	0.11739	0.08264	0.07837	0.06132
12	2504149	0.67238	0.17736	0.01921	0.01605	0.01166
12	21891783	0.28991	0.16597	0.13916	0.10058	0.07083
12	1818798	0.61302	0.33598	0.02143	0.00411	0.00335
12	13861039	0.66411	0.10807	0.08687	0.0533	0.02797
12	9257137	0.44466	0.24674	0.11146	0.05101	0.03669
12	15777970	0.34496	0.17718	0.11941	0.0546	0.05075
12	26017972	0.42548	0.29558	0.22111	0.0096	0.00934
12	12714166	0.26815	0.19825	0.17626	0.1437	0.07018
12	1753271	0.72401	0.16548	0.03479	0.0121	0.00644
12	18363764	0.4415	0.17309	0.10995	0.06758	0.0524
12	2162874	0.61559	0.24792	0.05033	0.01349	0.00871
12	377019	0.35431	0.29331	0.15032	0.04607	0.0376
12	4866236	0.50461	0.38953	0.03616	0.02441	0.01451
12	12697790	0.38756	0.23554	0.16173	0.0641	0.0368
12	23834106	0.3704	0.17884	0.13043	0.07079	0.06457
12	15827140	0.44517	0.22506	0.13081	0.03356	0.0216
12	786629	0.61402	0.25997	0.03776	0.03589	0.00846
12	21201096	0.84348	0.06071	0.03683	0.02073	0.004
12	1523913	0.90514	0.04359	0.02074	0.01241	0.00604
12	7143629	0.5337	0.16908	0.08412	0.05552	0.0257
12	1474767	0.47406	0.26056	0.14666	0.03542	0.01185
12	2588882	0.85197	0.07729	0.03657	0.00482	0.0036
12	3555539	0.45226	0.25018	0.10888	0.05081	0.02419
12	11272404	0.4746	0.21645	0.12349	0.04617	0.02237
12	4653269	0.54804	0.18131	0.1164	0.05342	0.03087
12	26804439	0.43381	0.25798	0.09786	0.09617	0.01642
12	16705754	0.57889	0.19092	0.11906	0.04229	0.02938
12	23573689	0.31462	0.21128	0.15846	0.05866	0.04471
12	24035547	0.47448	0.25518	0.10402	0.0547	0.02787
12	2261217	0.45182	0.24536	0.08161	0.07277	0.02995
12	25608418	0.5135	0.15737	0.14372	0.0872	0.03508
12	4686051	0.39118	0.1917	0.13539	0.10649	0.09716
12	26722533	0.70062	0.12344	0.08989	0.02564	0.01152
12	17914181	0.21155	0.09787	0.08623	0.07232	0.06451
12	11763943	0.59864	0.27371	0.03772	0.01738	0.01607
12	16335083	0.66279	0.22508	0.04471	0.02276	0.02271
12	1395410	0.65565	0.16692	0.04843	0.04447	0.02828
12	4489458	0.37731	0.1864	0.167	0.06697	0.0603
12	20513011	0.91007	0.08993	0.0	0.0	0.0
12	12583158	0.23787	0.22862	0.19022	0.10327	0.05713
12	14090487	0.42379	0.1725	0.12563	0.09722	0.06323
12	7110907	0.47409	0.32077	0.0654	0.03069	0.02929
12	20663284	0.31077	0.18283	0.17295	0.11844	0.04624
12	21927774	0.39548	0.18124	0.16032	0.06699	0.05628
12	19939585	0.22174	0.20055	0.1719	0.15586	0.04364
12	23052752	0.54572	0.26453	0.04133	0.03343	0.01803
12	1343750	0.56218	0.20597	0.14075	0.02878	0.00917
12	24789257	0.79993	0.12887	0.01089	0.00932	0.00823
12	8945931	0.40565	0.22349	0.13405	0.07253	0.02564
12	15057164	0.36766	0.25205	0.13101	0.0443	0.02467
12	22167826	0.57914	0.22244	0.05118	0.0316	0.02513
12	24133907	0.70417	0.13151	0.04662	0.02944	0.0157
12	10895636	0.64566	0.21083	0.05447	0.03646	0.01097
12	2523413	0.48353	0.3862	0.03329	0.02845	0.01074
12	4522263	0.48326	0.21267	0.10908	0.09429	0.04474
12	672024	0.43744	0.24475	0.15259	0.02296	0.02145
12	23302183	0.6136	0.09151	0.06018	0.04853	0.03285
12	19136794	0.51656	0.26566	0.05423	0.04351	0.02658
12	25700487	0.86825	0.02559	0.01913	0.01675	0.01553
12	23082373	0.47584	0.17858	0.14708	0.04089	0.02722
12	9208099	0.35611	0.25128	0.11795	0.06429	0.05269
12	24084774	0.60831	0.13624	0.10832	0.05051	0.02674
12	21188119	0.7852	0.10213	0.04475	0.01886	0.00778
12	19546409	0.44933	0.21165	0.11035	0.07985	0.04222
12	22429998	0.29733	0.18785	0.11952	0.10412	0.07651
12	25610513	0.50241	0.13797	0.11033	0.08867	0.08083
12	3326257	0.4453	0.26572	0.11786	0.04725	0.02245
12	16990516	0.51662	0.23473	0.06918	0.03625	0.0304
12	12321078	0.55009	0.15966	0.12224	0.05059	0.04136
12	21791033	0.4122	0.16516	0.10613	0.08566	0.06541
12	16154938	0.75346	0.04809	0.04123	0.03425	0.02765
12	3365601	0.69844	0.13032	0.05705	0.04895	0.02437
12	4735294	0.34459	0.29974	0.08272	0.07776	0.06512
12	14467391	0.37834	0.27625	0.09972	0.09203	0.04873
12	26181952	0.81394	0.05554	0.04973	0.03731	0.0107
12	10666306	0.23896	0.18088	0.1331	0.11684	0.09479
12	5576075	0.59594	0.15592	0.06246	0.04263	0.0309
12	24680459	0.71775	0.2094	0.01752	0.01035	0.00702
12	5128522	0.76279	0.15406	0.01585	0.01478	0.00982
12	20087116	0.47842	0.22335	0.08512	0.04548	0.03068
12	26692326	0.55696	0.17643	0.09269	0.06474	0.02916
12	24136419	0.61417	0.21439	0.09601	0.02265	0.01144
12	14205268	0.29517	0.167	0.12628	0.10501	0.09399
12	7815509	0.74199	0.07935	0.04008	0.03824	0.02592
12	10273111	0.30107	0.2246	0.16874	0.08347	0.06624
12	3128579	0.43557	0.15213	0.13689	0.11745	0.02505
12	23249243	0.44603	0.15109	0.12663	0.09681	0.05965
12	22642746	0.70803	0.16149	0.02093	0.01773	0.0169
12	10994015	0.33946	0.20793	0.15304	0.10731	0.08999
12	4194658	0.58976	0.23918	0.0918	0.02452	0.02164
12	3162468	0.43639	0.19809	0.13276	0.05282	0.03812
12	11422438	0.61915	0.1219	0.09427	0.05941	0.02927
12	9896294	0.43139	0.23101	0.0922	0.07967	0.04142
12	6766955	0.33168	0.20015	0.08636	0.0613	0.04962
12	20611436	0.43992	0.22712	0.19	0.14295	0.0
12	26235689	0.40499	0.22424	0.09611	0.08797	0.02755
12	12910958	0.35385	0.24745	0.21074	0.07772	0.02649
12	5013872	0.59053	0.20764	0.10785	0.03306	0.0263
12	13549939	0.43566	0.22309	0.10518	0.08791	0.04577
12	9273718	0.52553	0.12572	0.09282	0.08441	0.07832
12	11111145	0.23081	0.1956	0.16335	0.15554	0.06828
12	5751160	0.69439	0.20911	0.0274	0.01734	0.00725
12	18383228	0.37274	0.16486	0.14793	0.09323	0.07875
12	14664063	0.34529	0.28916	0.17903	0.0502	0.02024
12	23085120	0.29457	0.21965	0.14329	0.11099	0.0373
12	10191238	0.26985	0.21288	0.08838	0.07594	0.06649
12	9568648	0.82409	0.05099	0.04037	0.01735	0.01013
12	3244426	0.26764	0.21834	0.18509	0.11421	0.0321
12	1769538	0.62295	0.29912	0.02057	0.01115	0.00839
12	25166222	0.39917	0.16893	0.11079	0.05561	0.03067
12	2411245	0.56303	0.19844	0.09204	0.02433	0.02047
12	7373201	0.35062	0.11649	0.10091	0.08103	0.05054
12	17973650	0.22729	0.20402	0.10511	0.09819	0.06868
12	2015637	0.70429	0.16331	0.05418	0.01161	0.01077
12	7445885	0.75652	0.09515	0.05739	0.02003	0.01113
12	18039192	0.18576	0.14521	0.14123	0.11924	0.0946
12	24658329	0.62926	0.31103	0.00894	0.00804	0.0069
12	2130331	0.59119	0.3361	0.01589	0.00946	0.00506
12	11862428	0.4318	0.28635	0.18106	0.06753	0.01735
12	16368029	0.62492	0.15679	0.05369	0.03462	0.02618
12	2081184	0.71645	0.09716	0.06217	0.03497	0.02935
12	26287010	0.49391	0.27537	0.12503	0.03769	0.01935
12	12588927	0.26732	0.21125	0.16536	0.10058	0.06147
12	13631908	0.39416	0.2042	0.12603	0.06604	0.05559
12	17440295	0.1983	0.17229	0.13931	0.11168	0.07624
12	12272041	0.54159	0.1519	0.10038	0.0643	0.0413
12	23031042	0.51408	0.18888	0.11855	0.05364	0.02308
12	27509163	0.49312	0.31455	0.08939	0.03105	0.01808
12	23478700	0.23581	0.21848	0.13005	0.11647	0.07503
12	22921645	0.37556	0.27315	0.20817	0.06301	0.01329
12	7324080	0.71466	0.10216	0.07233	0.02868	0.01418
12	13454067	0.38739	0.26969	0.11682	0.0721	0.0552
12	24105260	0.4247	0.243	0.12007	0.03931	0.03637
12	557496	0.40665	0.30086	0.09032	0.06871	0.04971
12	4178361	0.90677	0.04063	0.00947	0.00946	0.00454
12	2965947	0.45027	0.24888	0.13351	0.06791	0.01923
12	8831422	0.32756	0.2439	0.11742	0.10133	0.06049
12	12501439	0.30088	0.20762	0.16967	0.10351	0.04049
12	26771905	0.43011	0.2654	0.16308	0.08536	0.0097
12	11256260	0.33707	0.20434	0.171	0.15936	0.05093
12	4669899	0.40854	0.21968	0.11812	0.06383	0.04015
12	19071438	0.31684	0.14788	0.11673	0.10073	0.09267
12	21651047	0.4952	0.15927	0.14894	0.08166	0.04835
12	11583952	0.3116	0.17308	0.1356	0.10562	0.07029
12	11059665	0.31807	0.21674	0.19281	0.11342	0.0601
12	20886947	0.76618	0.05052	0.03751	0.02586	0.02053
12	13009366	0.23144	0.20871	0.15353	0.09765	0.08604
12	25712425	0.57377	0.22245	0.02796	0.02754	0.0228
12	10912216	0.59522	0.26402	0.03807	0.03246	0.02585
12	27460057	0.53411	0.18442	0.12762	0.07507	0.02384
12	10420702	0.34145	0.29031	0.14366	0.06201	0.05798
12	27257237	0.74613	0.12365	0.03643	0.02326	0.01804
12	1786342	0.97121	0.00822	0.00412	0.00412	0.00412
12	13959655	0.4349	0.30655	0.09306	0.04413	0.03407
12	3719658	0.64488	0.17506	0.05975	0.02612	0.01676
12	19792363	0.59598	0.20836	0.06305	0.02798	0.01854
12	12730861	0.45818	0.18506	0.09642	0.04622	0.02632
12	7700974	0.38193	0.21055	0.08149	0.06042	0.05148
12	4932081	0.5242	0.21175	0.13204	0.0321	0.03076
12	2621938	0.62719	0.12296	0.07988	0.06259	0.03384
12	4047347	0.83162	0.06615	0.0375	0.01487	0.00837
12	1655284	0.74401	0.20073	0.00831	0.00639	0.00523
12	10945013	0.59852	0.09241	0.08568	0.06798	0.05694
12	2441718	0.71697	0.0839	0.0687	0.02793	0.02676
12	6636023	0.58769	0.22216	0.0807	0.03244	0.02
12	23921145	0.38733	0.2257	0.09114	0.05908	0.04291
12	1081851	0.692	0.21065	0.01541	0.00866	0.00753
12	11010556	0.37933	0.22745	0.13927	0.10132	0.04448
12	23560702	0.29947	0.17464	0.14616	0.09043	0.07333
12	12435967	0.24718	0.21091	0.17118	0.13107	0.07066
12	5046786	0.81436	0.05442	0.04553	0.01699	0.01309
12	14860803	0.37336	0.21305	0.10393	0.04524	0.027
12	17547780	0.34521	0.10683	0.0936	0.07697	0.05522
12	21610582	0.53552	0.2297	0.09566	0.04255	0.0223
12	3097094	0.48366	0.34315	0.07862	0.03603	0.02337
12	7602695	0.26296	0.25149	0.19025	0.10197	0.05317
12	9536010	0.28027	0.1731	0.12542	0.1037	0.06432
12	2884107	0.40541	0.31474	0.16618	0.02802	0.00876
12	10453516	0.52942	0.14792	0.10074	0.08006	0.053
12	10387981	0.353	0.2024	0.11393	0.09737	0.07003
12	1540622	0.84423	0.0588	0.03877	0.01267	0.00792
12	27452850	0.44696	0.21175	0.13383	0.0558	0.04955
12	21611025	0.34709	0.24467	0.13902	0.08742	0.04846
12	1884690	0.4982	0.40225	0.03536	0.01763	0.01221
12	11338259	0.63132	0.11315	0.07973	0.04757	0.03048
12	25428500	0.78379	0.07846	0.02452	0.01575	0.01161
12	10224149	0.63224	0.10037	0.06625	0.06209	0.04803
12	1376793	0.529	0.25497	0.15785	0.01791	0.01233
12	13648410	0.34327	0.23051	0.13682	0.09515	0.08015
12	10060317	0.8807	0.02332	0.01641	0.01524	0.01163
12	8749599	0.25921	0.13556	0.07957	0.07706	0.07212
12	22053409	0.72353	0.10374	0.05923	0.04639	0.00987
12	18170404	0.5572	0.12617	0.06549	0.04536	0.0299
12	16394793	0.75023	0.08844	0.03944	0.02773	0.01129
12	7619110	0.39562	0.23718	0.11181	0.06784	0.04817
12	12277169	0.76295	0.12628	0.05098	0.00781	0.00542
12	10182748	0.17627	0.16152	0.12108	0.10534	0.08196
12	10781229	0.55137	0.30467	0.04526	0.02135	0.01112
12	15811119	0.23703	0.17605	0.14275	0.08203	0.06188
12	27329073	0.49796	0.34327	0.03931	0.02221	0.02173
