CHR	IN	PC1	PC2	PC3	PC4	PC5
3	7569408	0.7391	0.06073	0.04641	0.03742	0.02781
3	24346626	0.74089	0.18715	0.00778	0.00737	0.00538
3	12386307	0.62411	0.21116	0.03789	0.03049	0.02444
3	10229078	0.49291	0.25785	0.09662	0.05291	0.01997
3	15073287	0.38418	0.17828	0.11607	0.09514	0.07472
3	35160072	0.36686	0.14311	0.11596	0.10575	0.08382
3	2785289	0.89144	0.04079	0.01264	0.01114	0.00535
3	34275339	0.74533	0.10867	0.04051	0.03384	0.02146
3	31653905	0.64524	0.26468	0.02779	0.0133	0.01168
3	31941534	0.64506	0.25852	0.03256	0.01688	0.01006
3	8847384	0.66721	0.08976	0.08757	0.06061	0.02782
3	26776922	0.33669	0.22945	0.13702	0.13567	0.05584
3	11304991	0.61409	0.13721	0.09803	0.07246	0.01295
3	15990816	0.49825	0.31408	0.09228	0.03169	0.01995
3	12124193	0.94098	0.01108	0.00911	0.00729	0.00398
3	33215835	0.57721	0.29228	0.03988	0.01293	0.01028
3	7077924	0.656	0.14302	0.06246	0.04213	0.03937
3	27086214	0.51758	0.25747	0.06742	0.03698	0.02642
3	4620327	0.65991	0.13704	0.11481	0.01715	0.012
3	9371688	0.91492	0.0305	0.01469	0.01022	0.00744
3	14647337	0.40378	0.14616	0.11233	0.06634	0.04626
3	12156972	0.75286	0.09084	0.02991	0.02425	0.02261
3	17208669	0.8067	0.08976	0.05004	0.01921	0.00594
3	6815792	0.55253	0.22508	0.14405	0.00971	0.00854
3	28344374	0.3015	0.23854	0.18693	0.09053	0.02949
3	16416777	0.49973	0.15463	0.09414	0.05617	0.04851
3	30612747	0.48465	0.26624	0.09609	0.04561	0.01632
3	18251841	0.26071	0.20416	0.14978	0.08765	0.05787
3	12877895	0.39204	0.15029	0.10603	0.08017	0.05567
3	7012424	0.69697	0.17164	0.06952	0.01042	0.00705
3	25149512	0.78922	0.11287	0.02417	0.00754	0.00717
3	10879052	0.75843	0.1378	0.04983	0.01705	0.0094
3	4456527	0.39356	0.23235	0.19691	0.08507	0.04468
3	21435747	0.45505	0.18113	0.16302	0.06906	0.05461
3	21135447	0.52243	0.17015	0.13354	0.04024	0.02035
3	16679000	0.40169	0.26601	0.0683	0.04497	0.03772
3	31064153	0.67068	0.17637	0.08282	0.01624	0.00689
3	4948058	0.89688	0.05194	0.01669	0.00524	0.00519
3	3484346	0.87406	0.04359	0.03159	0.0067	0.00603
3	1507430	0.82389	0.13155	0.01556	0.00371	0.00277
3	29027004	0.53166	0.3374	0.02883	0.01852	0.01734
3	21594219	0.46251	0.20441	0.14401	0.08141	0.01722
3	36012142	0.33797	0.26769	0.07465	0.05751	0.04753
3	9109615	0.49897	0.17644	0.06617	0.04666	0.0356
3	35455088	0.35252	0.24503	0.18956	0.08077	0.07227
3	5734513	0.5494	0.17839	0.08892	0.05558	0.04325
3	32058046	0.45759	0.25482	0.09798	0.06857	0.04023
3	15335542	0.42279	0.21655	0.13391	0.06537	0.03939
3	4194423	0.34369	0.27531	0.10416	0.10349	0.06929
3	8126585	0.40406	0.21145	0.14418	0.09346	0.0348
3	7307386	0.4671	0.14178	0.13301	0.10889	0.06093
3	360571	0.81064	0.05868	0.03767	0.02908	0.02367
3	9339008	0.46258	0.28852	0.07672	0.04443	0.03919
3	6684804	0.55414	0.31502	0.04396	0.01529	0.01169
3	16777351	0.59252	0.23204	0.0379	0.03294	0.01796
3	30348652	0.4694	0.20011	0.15144	0.06652	0.04361
3	32669836	0.41631	0.21809	0.14104	0.09515	0.04477
3	1048717	0.78087	0.07222	0.06288	0.02714	0.02522
3	1769614	0.49169	0.26076	0.11186	0.04614	0.03414
3	29676909	0.44981	0.21788	0.1666	0.12753	0.00994
3	30343312	0.69361	0.11224	0.049	0.02866	0.02573
3	5177489	0.83871	0.09829	0.01168	0.01012	0.00466
3	8913042	0.69027	0.15189	0.0308	0.03035	0.02532
3	16810132	0.61451	0.20847	0.10505	0.01207	0.00749
3	26895270	0.54203	0.15741	0.09279	0.06983	0.04599
3	3244184	0.43344	0.24264	0.07314	0.05158	0.03479
3	33226907	0.52558	0.24613	0.09743	0.02133	0.01786
3	18563098	0.25538	0.17419	0.12627	0.10397	0.08621
3	9956567	0.60005	0.17914	0.05383	0.03674	0.03179
3	10059936	0.63286	0.15098	0.06785	0.0449	0.02252
3	28071280	0.2949	0.24494	0.09231	0.08763	0.08125
3	13631650	0.72159	0.11902	0.05295	0.04055	0.01935
3	22353265	0.29476	0.17953	0.13909	0.13464	0.04933
3	33620138	0.61074	0.16052	0.10201	0.04745	0.02086
3	10327410	0.50472	0.23921	0.12774	0.0686	0.01465
3	426158	0.49951	0.30993	0.08105	0.01717	0.0143
3	4063407	0.5482	0.15349	0.07735	0.06683	0.04771
3	16187568	0.47227	0.29073	0.08034	0.05365	0.04971
3	28639410	0.33661	0.24703	0.20503	0.08207	0.0339
3	28514508	0.43531	0.21179	0.10582	0.06785	0.05484
3	33587386	0.40641	0.29648	0.10752	0.03767	0.03413
3	2064571	0.82994	0.07595	0.03379	0.01654	0.01458
3	14811325	0.40386	0.23514	0.15845	0.04197	0.02612
3	3735742	0.40613	0.19662	0.18111	0.11576	0.02986
3	23975285	0.76824	0.12055	0.05489	0.01405	0.00818
3	35651776	0.67174	0.11866	0.05531	0.039	0.03537
3	11468993	0.83392	0.06566	0.03527	0.03231	0.00802
3	17563842	0.73316	0.13744	0.06782	0.01778	0.00822
3	10223812	0.51617	0.25168	0.10965	0.04088	0.02493
3	31490245	0.47599	0.31714	0.09879	0.03861	0.01453
3	18940104	0.26028	0.24117	0.11757	0.08543	0.04188
3	28715724	0.58755	0.17766	0.09358	0.05064	0.01894
3	20676811	0.5994	0.10113	0.07924	0.05052	0.0243
3	25477154	0.29852	0.2538	0.20321	0.15218	0.01397
3	33784014	0.86231	0.08369	0.01378	0.00822	0.00633
3	5210319	0.81341	0.06251	0.04417	0.01417	0.01278
3	35946704	0.30852	0.23284	0.14384	0.12896	0.0741
3	17727700	0.64836	0.12166	0.09285	0.03065	0.01795
3	5439701	0.71372	0.16745	0.02329	0.01567	0.0094
3	16744662	0.49803	0.31257	0.10426	0.02451	0.01019
3	32800986	0.5978	0.15834	0.04474	0.03966	0.03907
3	4106959	0.57954	0.22049	0.15285	0.00889	0.00483
3	17006814	0.43723	0.25101	0.10351	0.04815	0.03852
3	25935909	0.7508	0.0651	0.05676	0.03427	0.03157
3	4915425	0.7166	0.16914	0.02501	0.02057	0.01663
3	22020323	0.40938	0.16631	0.11841	0.10976	0.0678
3	15040740	0.30327	0.22207	0.11965	0.09186	0.08544
3	35127525	0.51254	0.13181	0.10234	0.07603	0.04985
3	8454375	0.57457	0.24339	0.06691	0.04759	0.01743
3	30310632	0.4509	0.27468	0.21795	0.00809	0.00717
3	26378474	0.65916	0.16209	0.06659	0.02444	0.01035
3	30998765	0.34403	0.20527	0.091	0.08271	0.03776
3	12255470	0.71626	0.15026	0.04707	0.028	0.01629
3	10944751	0.62464	0.16921	0.08116	0.02995	0.02114
3	35394942	0.31197	0.16871	0.137	0.13418	0.10349
3	25945990	0.50654	0.20071	0.17198	0.04447	0.00911
3	27590697	0.63464	0.1388	0.05949	0.04323	0.03305
3	13140216	0.55406	0.17937	0.09902	0.04781	0.02877
3	20283643	0.48205	0.15642	0.07105	0.04349	0.03679
3	22806781	0.33776	0.25406	0.16101	0.08292	0.02091
3	9644757	0.70989	0.21262	0.01457	0.01221	0.00915
3	6226177	0.57034	0.21181	0.08397	0.06325	0.02617
3	27001092	0.64884	0.11773	0.07713	0.05825	0.02334
3	23396613	0.75724	0.08625	0.06549	0.04197	0.00969
