CHR	IN	PC1	PC2	PC3	PC4	PC5
11	28000257	0.49499	0.21	0.05098	0.04037	0.03488
11	11517955	0.67179	0.08403	0.05436	0.0306	0.02905
11	18644996	0.53309	0.09592	0.08248	0.06375	0.04636
11	2326533	0.39528	0.19003	0.09472	0.08037	0.04188
11	5865479	0.39309	0.11595	0.09635	0.07061	0.0514
11	22249481	0.20067	0.17816	0.12797	0.10518	0.10157
11	5734410	0.19478	0.15	0.11399	0.09326	0.08302
11	5570571	0.50736	0.10447	0.09418	0.07153	0.04241
11	7880716	0.2748	0.12829	0.12403	0.10838	0.09071
11	2392079	0.39003	0.27556	0.11516	0.10442	0.04263
11	14123026	0.49077	0.19709	0.07815	0.06556	0.05033
11	2391212	0.51186	0.18145	0.12897	0.05744	0.03921
11	2703380	0.32407	0.27769	0.15631	0.04788	0.02531
11	21790741	0.39538	0.21525	0.14907	0.12154	0.02611
11	16266585	0.53987	0.14326	0.07943	0.04202	0.03584
11	4898840	0.56776	0.19266	0.09375	0.06897	0.01443
11	16285722	0.46798	0.18286	0.11142	0.07242	0.04894
11	13413039	0.64413	0.14041	0.04604	0.04369	0.02492
11	14843932	0.2906	0.22058	0.09958	0.0739	0.07096
11	3031069	0.50331	0.30131	0.09414	0.01863	0.01135
11	24888406	0.39259	0.27192	0.13626	0.05981	0.03183
11	13385733	0.32428	0.22733	0.07084	0.06164	0.04313
11	17574576	0.64152	0.10218	0.03972	0.03334	0.03127
11	16869963	0.58906	0.2059	0.09537	0.01915	0.01459
11	2900006	0.67518	0.15172	0.06314	0.03436	0.01786
11	1097767	0.71694	0.08167	0.06401	0.0602	0.01707
11	13467691	0.64504	0.12658	0.05168	0.02829	0.02709
11	10600492	0.30197	0.22289	0.14665	0.10344	0.05631
11	20704740	0.36041	0.25688	0.1351	0.06979	0.04435
11	22041949	0.53634	0.1652	0.10928	0.06083	0.03545
11	20737474	0.36946	0.27908	0.11859	0.06953	0.0435
11	18235442	0.29321	0.19133	0.16277	0.08231	0.06431
11	9158708	0.53404	0.23406	0.07243	0.03621	0.0325
11	18877108	0.2214	0.15705	0.14047	0.13481	0.11111
11	14680123	0.52365	0.24103	0.05145	0.03616	0.02978
11	7061564	0.35464	0.22918	0.09458	0.07131	0.04576
11	9011261	0.57473	0.09698	0.08648	0.05437	0.04497
11	28773045	0.27328	0.21599	0.14465	0.10254	0.05253
11	14630976	0.35218	0.13445	0.1032	0.09722	0.05958
11	24196448	0.35823	0.19952	0.10067	0.08108	0.03592
11	10665995	0.40359	0.19486	0.09191	0.06365	0.04304
11	5554244	0.27505	0.20246	0.1537	0.08852	0.0569
11	1523781	0.46181	0.34037	0.08431	0.01739	0.01157
11	1228871	0.79054	0.10295	0.03978	0.02563	0.00487
11	13328396	0.56431	0.13211	0.10652	0.05112	0.0197
11	19900620	0.50069	0.12235	0.08017	0.05182	0.04659
11	5914700	0.45702	0.11938	0.10612	0.08702	0.05135
11	11075663	0.5861	0.12757	0.10136	0.05161	0.03052
11	15335506	0.51511	0.18564	0.06371	0.05189	0.04943
11	27394135	0.21082	0.14831	0.11143	0.05798	0.05618
11	12173400	0.59694	0.22219	0.07759	0.02727	0.01034
11	8487001	0.34081	0.1464	0.1052	0.09687	0.07211
11	4800602	0.62693	0.14741	0.06109	0.03263	0.03005
11	17203293	0.44322	0.14035	0.12087	0.09241	0.06606
11	18849275	0.30083	0.22909	0.12613	0.07551	0.06442
11	20701222	0.31212	0.2441	0.15694	0.09696	0.07313
11	15089761	0.33333	0.16684	0.16684	0.16684	0.16614
11	19592858	0.34754	0.14173	0.12765	0.09688	0.07848
11	21905507	0.22555	0.19086	0.15343	0.10716	0.07966
11	15433828	0.25813	0.23177	0.15727	0.07944	0.05453
11	21446757	0.52894	0.10759	0.07097	0.05606	0.04268
11	4489319	0.7118	0.08732	0.06271	0.05735	0.0229
11	19529833	0.25687	0.19817	0.09963	0.0896	0.07148
11	2430311	0.57428	0.23833	0.05006	0.04555	0.02487
11	17662061	0.17523	0.15525	0.13223	0.10438	0.08998
11	16121966	0.33571	0.21608	0.11661	0.04655	0.04267
11	8605752	0.33387	0.28452	0.15082	0.0986	0.04186
11	7352038	0.34901	0.10366	0.09218	0.08458	0.08312
11	6193266	0.34572	0.19266	0.1669	0.09115	0.08227
11	3358835	0.4317	0.29488	0.1312	0.04343	0.02942
11	25217726	0.45583	0.1162	0.06958	0.06652	0.04783
11	1835126	0.6814	0.10863	0.05011	0.04298	0.02331
11	10682388	0.42516	0.16335	0.13524	0.09235	0.0245
11	10993786	0.28732	0.17787	0.13603	0.10767	0.05137
11	1572987	0.44472	0.18647	0.09091	0.08573	0.07525
11	3506300	0.46073	0.23507	0.12335	0.06571	0.0266
11	24122730	0.79303	0.09949	0.03241	0.02071	0.01549
11	2801790	0.63001	0.2606	0.02928	0.02021	0.01055
11	1327239	0.94761	0.01281	0.009	0.00544	0.00514
11	14652780	0.3823	0.11785	0.0644	0.06117	0.04707
11	16326679	0.24328	0.19048	0.12548	0.10606	0.0832
11	27115660	0.44071	0.10781	0.09539	0.05822	0.05129
11	4254402	0.91732	0.02198	0.02082	0.0077	0.00568
11	17888621	0.28808	0.23917	0.14364	0.0683	0.0578
11	10633240	0.35399	0.19074	0.11963	0.09711	0.06716
11	4735124	0.69721	0.25778	0.00594	0.00529	0.00356
